Area,Year,BananasProd,BananasProdLogDiff,BananasProdSD2,BananasProdSD3,BananasProdSD4,Population,PopulGrowth,PopulationSD2,PopulLogDiff,MalePopul,MalePopulGrowth,MalePopulSD2,MalePopulLogDiff,RuralPopul,RuralPopulGrowth,RuralPopulSD2,RuralPopulLogDiff,AgriLandShare,AgriLand,IrrigationEquippedLand,TempChange,tas,tasmax,tasmin,tr,tnn,txx,pr,rx1day,rx5day,fd,CattleMeatProd,CattleMeatProdLogDiff,CattleMeatProdSD2,CattleMeatProdSD3,CattleMeatProdSD4,CattleRawMilkProd,CattleRawMilkProdLogDiff,CattleRawMilkProdSD2,CattleRawMilkProdSD3,CattleRawMilkProdSD4,ChickensMeatProd,ChickensMeatProdLogDiff,ChickensMeatProdSD2,ChickensMeatProdSD3,ChickensMeatProdSD4,MaizeProd,MaizeProdLogDiff,MaizeProdSD2,MaizeProdSD3,MaizeProdSD4,PotatoesProd,PotatoesProdLogDiff,PotatoesProdSD2,PotatoesProdSD3,PotatoesProdSD4
Brazil,2015,6859227,-0.015075461,165474.3005,148099.9749,122097.5617,205188.205,0.81455608,1181.839182,0.003523242,101008.689,0.777854864,555.5745051,0.00336511,29308.408,-1.109340364,229.9016278,-0.004844726,28.16873132,235438.2,6954.7,1.516,25.97,31.4,20.58,24.36,19.46,34.13,1591.47,20.47,49.75,0,9425000,-0.006546227,99702.05615,133080.1763,263603.7114,35647876,-0.011819181,676745.7373,688682.623,562694.0783,13149202.47,0.002823195,60639.18653,243561.0536,218541.5943,85283074,-0.123406878,14916247.84,17037415.99,13911071.56,3867681,-0.001832472,11515.23393,118331.0009,101534.0445
Brazil,2016,6625211,-0.002646111,28456.8053,71314.26144,110269.5297,206859.578,0.795410111,1163.46077,0.003440756,101794.39,0.759001552,546.3255484,0.003283855,28983.278,-1.134695668,232.5476213,-0.004956092,28.2549706,236159,7266.025,1.457,25.84,31.27,20.45,23.94,18.81,34.2,1619.39,23.45,54.42,0.01,9284000,0.01226824,188090.4038,308953.0709,400444.3365,34690813,-0.004774603,268205.2698,309652.4827,708509.1026,13234959.23,0.012051018,263321.5944,193403.4216,161240.2097,64188314,0.183374001,23845298.12,16878309.27,16921290.54,3851396,-0.022722595,138824.153,99159.32015,82667.15946
Brazil,2017,6584967,0.00904762,98021.26333,123763.7719,107991.0952,208504.96,0.796926845,1174.951255,0.003447291,102567.011,0.767730279,556.8027496,0.003321477,28654.406,-1.161814347,235.4036256,-0.005075235,28.34106631,236878.6,7577.35,1.363,25.77,31.16,20.42,23.57,18.98,33.8,1654.49,22.55,53.62,0.01,9550000,0.015631823,247487.3734,325320.3549,269548.2332,34311513.47,0.007698231,433896.6308,836500.8746,992702.4556,13607352.2,-0.003062037,67601.22555,53870.65107,128874.1986,97910658,-0.075079194,10991357.61,10032397.2,9639399.747,3655069,0.00869133,52243.87742,38658.87298,46827.54108
Brazil,2018,6723590,0.006938625,76568.35069,97490.1162,89186.69069,210166.592,0.769049916,1142.886791,0.003327164,103354.449,0.740509003,541.1834679,0.003204141,28321.495,-1.187529119,237.8183953,-0.005188241,28.41562848,237501.801,7888.675,1.148,25.59,30.9,20.33,23.3,18.78,33.44,1795.32,22.61,55.08,0,9900000,0.012964977,212132.0344,156124.95,187500,34925135.97,0.012756601,736152.3377,804630.1933,714998.1191,13511749.63,0.000153454,3376.505591,157832.7717,531473.852,82366531,0.08911381,13265236.95,11736105.56,10264265.59,3728953,-0.002008894,12168.6006,28698.5254,63161.70564
Brazil,2019,6831874,-0.012547877,137578.938,106907.3982,106907.3982,211782.878,0.667393896,999.4431093,0.002888826,104119.798,0.633395389,466.3298511,0.002742126,27985.169,-1.212045566,239.8456704,-0.005296007,28.4901295,238124.491,8200,1.517,25.94,31.35,20.58,24.41,19.22,33.9,1683.12,21.82,50.58,0.01,10200000,-0.009687267,159099.0258,225000,225000,35966212.59,0.006498221,383392.0098,280822.7721,280822.7721,13516524.73,0.008619861,191594.5068,584310.0441,584310.0441,101126409,0.012016807,2006211.138,8253690.641,8253690.641,3711744,0.006506253,39615.65742,71375.75691,71375.75691
Brazil,2020,6637308,0.011242756,123083.249,123083.249,123083.249,213196.304,0.529989957,798.9733871,0.002295639,104779.288,0.488650009,362.0415004,0.002117012,27645.976,-1.236103945,241.6417217,-0.005401786,28.56461856,238747.081,8200,1.477,25.93,31.36,20.55,22.49,18.47,33.9,1728.36,24.11,54.31,0.01,9975000,-0.009908289,159099.0258,159099.0258,159099.0258,36508410.77,-0.001718915,101973.8276,101973.8276,101973.8276,13787480.28,0.02595168,600332.045,600332.045,600332.045,103963620,-0.070124919,10961340.93,10961340.93,10961340.93,3767769,0.009767037,60595.51561,60595.51561,60595.51561
China,1961,48000,-0.137173193,9192.388155,6557.438524,28998.56318,655260.38,1.427565329,6614.46775,0.006156001,334859.352,1.366943755,3236.667447,0.005896353,556671.913,1.07240654,4221.276163,0.004632606,36.46579501,342350,44523,0.259,7,13.35,0.68,3.12,-5.28,18.57,641.77,15.67,33.55,13.1,43000,0.158923234,13435.02884,20008.3316,22291.62773,600000,0.014240439,14142.13562,17559.42292,17969.88221,445000,0.014397821,10606.60172,12583.05739,14930.39406,18000000,-0.04441914,1237436.867,2178217.926,2834160.664,12900000,0.029289376,636396.1031,900000,917877.9875
China,1962,35000,0.089400411,5656.854249,34871.19155,51571.9562,664614.65,2.902269307,13639.31694,0.012424952,339436.691,2.854699052,6851.791171,0.012224138,562641.699,1.192694394,4745.107937,0.00514916,36.75871435,345100,44678,-0.141,6.68,13.09,0.29,3.02,-5.57,18.3,596.23,14.47,31.56,13.65,62000,0.126686403,14849.2424,15821.92572,17860.5711,620000,0.010382036,10606.60172,10408.33,10801.2345,460000,0.009340026,7071.067812,10000,17078.25128,16250000,0.102592005,3061772.363,3283153.971,3288630.667,13800000,-0.06069784,1272792.206,1101514.109,1636052.159
China,1963,43000,0.362166739,39597.97975,51081.63401,43446.32704,683903.557,3.025311798,14630.19133,0.012943938,349126.587,2.983795674,7366.089732,0.012768895,569352.295,1.375324569,5536.958638,0.005932258,37.0622853,347950,44833,0.287,6.93,13.34,0.54,3.17,-5.08,18.5,566.37,13.99,30.61,13.4,83000,0.049404856,7071.067812,10503.9675,13047.98835,635000,0.003406249,3535.533906,5000,6454.972244,470000,0.009143379,7071.067812,15275.25232,18257.41858,20580000,0.042389125,1491995.308,1570488.247,3644689.059,12000000,0.06694679,1414213.562,2000000,2581988.897
China,1964,99000,0.165732808,32526.91193,23028.96727,21617.89382,704593.772,2.732436443,13613.62775,0.011707588,359543.811,2.691980978,6843.981176,0.011536532,577182.737,2.545961627,10390.82879,0.010918562,37.36585626,350800,44988,-0.025,6.59,12.64,0.56,3.07,-4.83,18.05,638.37,15.71,34.69,13.46,93000,0.048550391,7778.174593,10016.6528,10984.83804,640000,0.003379741,3535.533906,7637.626158,15478.47968,480000,0.017728767,14142.13562,15275.25232,20816.65999,22690000,0.017996649,678822.5099,3474324.874,4054376.236,14000000,0.057991947,1414213.562,2000000,1889223.827
China,1965,145000,-0.082186756,17677.66953,22546.24876,24281.33714,723846.349,2.638984368,13507.2895,0.011312346,369222.662,2.603466956,6797.127574,0.011162036,591877.588,2.730910973,11429.42652,0.011701139,37.77061753,354600,45143,0.077,6.66,13.01,0.33,2.4,-5.66,17.53,577.78,13.37,29.42,13.55,104000,0.036045104,6363.961031,7094.598885,6601.76744,645000,-0.010219165,10606.60172,17559.42292,28099.5255,500000,0.008600172,7071.067812,15275.25232,18257.41858,23650000,0.09050934,3874945.161,3799842.102,3156305.858,16000000,0.051152522,1414213.562,1126942.767,953502.316
China,1966,120000,-0.079181246,14142.13562,15275.25232,17078.25128,742948.541,2.430547744,12768.73556,0.010429495,378835.252,2.401618633,6433.38336,0.010306821,608041.238,2.865881113,12321.85821,0.01227135,38.15407557,358200,45298,0.181,6.81,13.09,0.55,2.57,-6.05,17.88,561.26,12.87,27.97,13.52,113000,0.018803564,3535.533906,2886.751346,3685.557398,630000,-0.014010714,14142.13562,25166.11478,20816.65999,510000,0.016705694,14142.13562,15275.25232,22449.94432,29130000,0.026320169,1286934.342,1068519.225,1086964.428,18000000,-0.002419474,70710.67812,100000,704745.8171
China,1967,100000,-0.045757491,7071.067812,10000,38867.29559,761006.26,2.544748581,13693.61496,0.010913425,387933.43,2.523538639,6922.3279,0.010823588,625466.977,2.953245444,13061.37594,0.012640042,38.53753362,361800,45453,-0.281,6.35,12.56,0.16,2.83,-6.39,18.1,594.31,14.71,32.27,13.88,118000,0,0,2309.401077,2309.401077,610000,-0.021901841,21213.20344,15275.25232,25000,530000,0.00811789,7071.067812,17473.7899,20822.66393,30950000,-0.027215622,1329360.749,1313887.362,2074003.777,17900000,-0.002433029,70710.67812,838649.7084,1725060.385
China,1968,90000,-0.051152522,7071.067812,47031.90407,39034.17306,780371.956,2.698587493,14890.97585,0.01156447,397723.08,2.68487964,7550.759153,0.011506498,643938.552,2.918067095,13286.93169,0.012491621,38.92099167,365400,45608,-0.41,6.6,12.87,0.35,2.76,-5.77,18.38,583.92,14.28,32.14,13.72,118000,0.014477823,2828.427125,2309.401077,8869.42313,580000,0.014723257,14142.13562,30550.50463,44347.11565,540000,0.018885344,16970.56275,17897.85834,26969.11814,29070000,-0.009820958,459619.4078,2495202.063,3493826.699,17800000,0.035137307,1060660.172,1861003.314,1957038.579
China,1969,80000,0.317018101,60811.18318,43034.86958,35491.78309,801430.976,2.633224149,14922.40957,0.011287972,408401.466,2.624201403,7578.259243,0.011249791,662729.111,2.798451689,13114.11126,0.011986574,39.41096583,370000,45763,-0.21,6.35,12.59,0.13,2.94,-6.01,18.85,602.92,15,31.86,13.7,122000,0,0,9237.604307,12793.22737,600000,0.028028724,28284.27125,40000,53599.59577,564000,0.008388741,7778.174593,21221.05872,36243.3902,28420000,0.0652845,3259762.261,3750764.367,3067018.096,19300000,0.046881151,1555634.919,1436430.762,1738533.865
China,1970,166000,-0.119737543,28284.27125,27227.43714,25669.37215,822534.45,2.522809105,14673.15443,0.010820497,419118.743,2.518800024,7464.758705,0.010803514,681275.265,2.643355326,12733.95085,0.01133084,39.90094,374600,45918,-0.3,6.46,12.71,0.23,2.88,-5.94,18.55,629.13,14.57,31.09,13.68,122000,0.053519256,11313.7085,13114.87705,17231.27002,640000,0.026328939,28284.27125,42524.50274,56180.51264,575000,0.02208753,21213.20344,35118.84584,42106.01699,33030000,0.035580586,1994041.123,1952767.267,2952528.577,21500000,0.009984221,353553.3906,1040833,2483277.404
China,1971,126000,-0.043465694,8485.281374,24419.93721,25051.61339,843285.424,2.318903949,13827.45826,0.009955879,429675.506,2.316920062,7039.416298,0.009947459,699283.791,2.523401118,12477.41888,0.010823005,40.39623998,379250,46073,0.037,6.78,13.06,0.52,2.81,-5.62,18.57,576.91,14.52,31.75,13.45,138000,0.030382629,7071.067812,12583.05739,15924.30009,680000,0.027829094,31819.80515,45000,52500,605000,0.02780434,28284.27125,32787.19262,44064.34689,35850000,-0.047984128,2651650.429,3276985.403,4563379.596,22000000,0.028645181,1060660.172,2565800.72,2286737.122
China,1972,114000,0.149921025,33234.01872,28041.63571,24725.15588,862840.403,2.180203539,13301.86437,0.009366763,439630.744,2.177074768,6767.782642,0.009353465,716929.526,2.247967815,11395.97684,0.009654685,40.88834447,383870,46228,0.011,6.72,12.92,0.53,2.81,-5.89,18.46,575.29,14.72,31.46,13.44,148000,0.041925889,10606.60172,13051.1813,14387.49457,725000,0.026152719,31819.80515,37749.17218,48541.2196,645000,0.016515088,17677.66953,32787.19262,38378.59647,32100000,0.080419676,4617407.281,5448507.441,6448578.009,23500000,0.060295902,2474873.734,1802775.638,1589549.202
China,1973,161000,0.008017972,2121.320344,2081.665999,65688.6596,881652.08,2.00935952,12526.79261,0.008640021,449201.834,2.002218005,6359.71839,0.008609615,733045.871,1.953353339,10125.04503,0.008401515,41.48589993,389480,46383,0.412,7.08,13.24,0.94,2.95,-4.83,18.41,662.82,14.86,32.64,13.33,163000,0.028361644,7778.174593,9073.771726,7438.637868,770000,0.016599262,21213.20344,35118.84584,43969.68653,670000,0.025183546,28284.27125,30550.50463,47423.62281,38630000,0.045735005,3033488.091,4295000.97,4373503.554,27000000,-0.016390416,707106.7812,1365039.682,1936276.495
China,1974,164000,0.002640096,707.1067812,76500.54466,73726.40866,899367.64,1.752011113,11141.8964,0.007543002,458195.834,1.740003817,5637.497201,0.00749175,747364.847,1.784375068,9429.828956,0.007681115,42.19103667,396100,46538,-0.009,6.61,12.69,0.54,2.88,-5.36,18.09,601.31,13.87,30.44,13.6,174000,0.017129327,4949.747468,4041.451884,5057.996968,800000,0.021189299,28284.27125,35118.84584,42720.01873,710000,0.012064511,14142.13562,38279.67259,52219.88765,42920000,0.041466269,3040559.159,2790095.578,2813851.157,26000000,-0.029367074,1202081.528,1700000,1834847.859
China,1975,165000,-0.712333966,94045.2019,74069.78691,60536.49037,915124.661,1.557302913,10077.16471,0.006711159,466168.459,1.544075079,5089.748247,0.006654588,760700.639,1.671472502,8990.793426,0.007199113,42.682076,400710,46693,0.278,7.06,13.15,0.98,3.11,-4.75,18.27,631.24,14.43,32.35,13.17,181000,-0.017129327,4949.747468,5131.601439,4716.990566,840000,0.015239967,21213.20344,30000,117579.7602,730000,0.030993203,38183.76618,47648.015,61527.77151,47220000,0.008470309,657609.3065,1093907.37,3948999.873,24300000,-0.031497834,1202081.528,2059935.274,2621898.294
China,1976,32000,0.118099312,7071.067812,28160.25568,25371.09165,929375.924,1.420889939,9337.634252,0.006127417,473366.45,1.407219291,4710.25323,0.006068874,773415.541,1.517375121,8298.332948,0.00654038,43.30981102,406603.3333,47035,-0.397,6.39,12.49,0.31,2.47,-5.62,18.24,583.1,14.44,30.53,13.94,174000,0.024268575,7071.067812,5773.502692,15405.62668,870000,0.014723257,21213.20344,125033.3289,114044.9473,784000,0.022137886,28991.37803,45574.11546,53543.59594,48150000,0.011130657,883883.4765,4189371.472,5602193.023,22600000,0.072402822,2899137.803,3047640.399,2494120.219
China,1977,42000,0.306169635,30405.59159,22410.20973,18530.17247,942581.333,1.332257447,8879.571186,0.005747718,480027.754,1.317777972,4472.945366,0.005685657,785151.156,1.015235594,5636.442905,0.004386881,43.93754605,412496.6667,47375,-0.056,6.78,12.85,0.73,2.92,-5.67,18.38,600.84,14.26,30.83,13.46,184000,0,0,15011.107,24459.14962,900000,0.087150176,141421.3562,130416.0011,142480.408,825000,0.025554104,35355.33906,40414.51884,48712.59249,49400000,0.054073142,4631549.417,5367187.345,5758011.086,26700000,0.029186112,1312390.186,1487699.342,1332729.905
China,1978,85000,-0.057554224,7459.976542,11873.74555,27944.00279,955138.943,1.377812736,9305.543625,0.005942917,486353.454,1.364639635,4693.047908,0.005886481,793122.29,0.546230771,3063.383152,0.002365795,44.57380236,418470,47715,0.241,7.03,13.22,0.85,3.02,-5.53,18.72,556.58,13.59,29.26,13.39,184000,0.057401472,18384.77631,25501.63393,24372.11521,1100000,-0.10942657,173241.1614,154651.2205,180872.6532,875000,0.014640526,21213.20344,32532.03549,39449.3346,55950000,0.030640593,2892066.735,3354206.314,2743367.76,28556000,-0.047219968,2080308.15,1632191.574,1668145.877
China,1979,74450,-0.084404228,9298.454173,34196.5276,63359.03481,968298.969,1.453424763,9951.465164,0.006266712,492990.426,1.442260666,5027.675585,0.006218919,797454.568,0.505439201,2850.098533,0.002189566,45.06031476,423037.5,48055,0.298,7.06,13.25,0.89,2.46,-6.04,19.01,583.85,14.41,30.08,13.64,210000,0.048848568,17677.66953,14433.75673,13540.06401,855000,0.12531953,202232.5394,221506.96,317676.329,905000,0.016479274,24748.73734,30138.56887,44158.80433,60040000,0.01813365,1810193.36,1767040.841,1443060.983,25614000,0.004151115,173948.2682,628192.115,537094.6534
China,1980,61300,0.312910071,45749.80874,69913.25578,68914.28704,982372.466,1.515416659,10526.72411,0.006532001,500100.633,1.506098074,5325.932519,0.006492134,801485.216,0.464396464,2631.90023,0.00201218,45.54672063,427604,48395,0.251,6.9,12.98,0.84,2.77,-5.42,18.6,604.98,14.47,30.28,13.66,235000,0,0,2886.751346,11902.38071,1141000,0.053640598,106066.0172,243911.8693,317676.329,940000,0.01139946,17677.66953,35472.99442,44791.18217,62600000,-0.024179272,2397091.988,1706663.411,3963066.994,25860000,-0.020459371,841457.0696,645832.7957,1301601.578
China,1981,126000,0.202825512,53033.00859,45021.00436,71269.77357,997259.502,1.62682471,11471.86283,0.007008356,507632.639,1.62085421,5818.063989,0.006982841,805207.285,0.419437338,2388.140016,0.001817784,46.11178867,432909,48735,0.219,6.97,12.98,0.97,3,-5.24,18.22,605.75,14.91,32.24,13.22,235000,0.009143379,3535.533906,13228.75656,30011.10905,1291000,0.098052275,231223.9174,278500.1496,376973.0317,965000,0.01979406,31819.80515,37749.17218,44070.9655,59210000,0.009790805,954594.1546,4853606.906,6677995.583,24670000,0.017763974,728319.9846,1589727.44,1682389.868
China,1982,201000,0.012039352,3995.153314,55598.4787,202715.1882,1013483.166,1.553428959,11132.50602,0.006694592,515860.624,1.548219738,5647.418617,0.006672314,808584.625,0.629806311,3600.953304,0.002726637,47.13530211,442518,49083,0.377,7.15,13.16,1.16,2.89,-5.23,18.44,598.32,14.25,32.14,13.25,240000,0.034762106,14142.13562,31096.62361,46536.72385,1618000,0.057017853,160513.2393,285900.3323,386466.9024,1010000,0.012711966,21213.20344,29005.74656,46772.49904,60560000,0.051662183,5409366.876,6463809.506,5570938.491,25700000,0.033955423,1477853.173,1338615.703,1118800.995
China,1983,206650,0.161885845,66008.41802,222999.9355,472432.7447,1029226.907,1.452088932,10567.91591,0.006260994,523847.28,1.448158326,5364.209623,0.006244167,813677.142,0.6990817,4022.212876,0.00302551,48.24413496,452928,48961,0.122,6.92,12.92,0.94,3.07,-5.09,18.35,656.88,15.98,34.83,13.49,260000,0.063593148,28991.37803,42508.82261,81735.34527,1845000,0.073653787,241123.4124,327099.8828,449189.1769,1040000,0.011537913,19798.98987,40595.56626,124011.7602,68210000,0.031907175,3676955.262,4797786.156,4093263.205,27790000,0.006268149,285671.1396,744977.852,1425312.48
China,1984,300000,0.322919805,234064.3654,482812.5131,760897.647,1044172.197,1.538805768,11361.63761,0.006632051,531433.418,1.540332001,5788.262267,0.006638579,819365.41,0.79961125,4632.778368,0.003458857,49.48068064,464537,48961,-0.15,6.51,12.5,0.53,2.75,-5.29,18.23,595.75,14.45,30.75,13.87,301000,0.059252599,31112.69837,76552.81401,154538.0212,2186000,0.058116099,221324.4225,357383.5475,484283.9215,1068000,0.02064677,36769.55262,130216.4864,214388.0827,73410000,-0.060757596,6776911.391,4963145.374,6387935.399,28194000,-0.022832909,1021062.192,1599441.152,1306008.049
China,1985,631017,0.297248882,438460.6516,700474.8031,629500.3086,1060239.979,1.653450572,12395.96654,0.007122125,539619.257,1.661667349,6340.398111,0.007157228,825917.148,0.914288802,5339.552809,0.003952664,50.73863606,476347,48961,-0.127,6.74,12.69,0.8,2.96,-5.28,18.17,606.9,14.69,31.1,13.49,345000,0.115393419,74246.21202,153860.3263,186026.4497,2499000,0.064481959,282842.7125,401000.4156,501724.6091,1120000,0.06970773,137885.8223,210178.4956,349964.2839,63826000,0.045379004,4970960.672,7716905.166,6987983.812,26750000,-0.029383778,1237436.867,989425.3888,2855813.099
China,1986,1251094,0.209992106,550062.6077,404067.2177,362318.6931,1077770.523,1.77044367,13492.53077,0.007621668,548585.934,1.78580955,6927.313003,0.007687235,833468.416,0.992311987,5848.202294,0.004288314,51.38934306,482456,49115,-0.044,6.85,12.97,0.76,2.74,-5.42,18.18,547.49,14.09,30.37,13.65,450000,0.158362492,140007.1427,154923.5941,193629.6465,2899000,0.056397309,284256.926,380702.421,407283.1734,1315000,0.068594968,159099.0258,313860.3724,318521.9773,70856000,0.048567835,5928383.253,4397819.075,3913903.289,25000000,0.02816455,1184409.515,3441971.278,3256400.563
China,1987,2029000,-0.044908805,140946.1805,319402.6188,300406.6808,1096851.843,1.735691025,13461.86991,0.007473339,558382.634,1.755630351,6931.863235,0.007558449,841739.023,0.974817583,5802.108124,0.004213077,51.95494368,487766,49265,0.43,7.19,13.29,1.12,2.91,-5.2,19.22,612.52,15.43,31.54,13.29,648000,0.066601975,75943.2683,132234.0854,187477.7498,3301000,0.044835561,253851.3344,262816.1588,355025.2338,1540000,0.099160249,279307.1786,240433.636,274362.8984,79240000,-0.010478489,1335719.053,1013048.741,9193289.038,26675008,0.073857307,3496637.376,2706675.755,2472338.831
China,1988,1829672,-0.115087804,301182.234,232318.2808,282277.6163,1115889.802,1.660103082,13099.09726,0.007150546,568185.769,1.685995589,6773.790929,0.007261145,849944.443,0.840929435,5053.998342,0.00363684,52.55239262,493375,49415,0.398,7.24,13.22,1.28,3.04,-4.62,18.77,579.15,13.95,30.05,13.23,755400,0.081341396,110025.8152,161333.5675,239358.2444,3660000,0.01778572,108187.3375,254543.382,437662.2556,1935000,0.008886131,28284.27125,142857.7381,351579.7681,77351008,0.008776125,1116515.951,10812900.07,11394362.69,31620000,-0.00783022,399509.6745,475504.2657,695181.6837
China,1989,1403736,0.015854162,36904.61002,319400.5574,493266.7042,1134414.723,1.700394803,13639.75676,0.007322639,577765.356,1.736458909,7094.160505,0.007476617,857091.876,0.622007646,3769.711408,0.002692978,53.20320614,499485,49565,0.427,7.23,13.1,1.37,2.75,-4.61,18.53,591.99,14.53,31.84,12.93,911000,0.073100384,118086.8325,202745.1191,278645.3103,3813000,0.037513219,243244.7327,419124.4843,536100.7368,1975000,0.046855581,159099.0258,371090.7346,497164.8788,78930000,0.088718526,12649438.87,10936023.73,9137082.676,31055008,0.013018333,668210.2514,802029.6503,3375956.64
China,1990,1455927,0.133788719,371424.1003,497794.1408,548959.941,1153704.252,1.466746696,11965.60368,0.006323736,587798.014,1.508759266,6270.946083,0.006503519,862423.053,0.228977529,1396.362652,0.0009933,53.86456475,505694,49715,0.85,7.49,13.47,1.54,2.98,-4.81,18.75,641.37,15.99,33.85,12.8,1078000,0.08614183,167230.7538,235725.4247,373858.1402,4157000,0.048392648,346482.3228,438070.0096,403693.2623,2200000,0.088941083,353553.3906,441361.5298,769588.6347,96819008,0.008677651,1381686.65,1701583.184,3176148.937,32000000,-0.022204856,1127829.659,3878663.965,7011462.258
China,1991,1981200,0.092414992,332198.7658,365317.7567,395745.7717,1170626.171,1.126509754,9324.771273,0.004865018,596666.471,1.16638379,4921.053782,0.005036226,864397.808,0.009169736,56.0474048,3.98218E-05,54.47010891,511379,49865,0.52,7.09,13.05,1.14,3.05,-4.79,18.61,588.08,14.83,32.47,13.02,1314500,0.071416976,166134.7382,324014.5457,366814.4748,4647000,0.034481645,271529.004,209921.4139,263397.0387,2700000,0.057186952,268700.5769,679509.6271,867333.0771,98773008,-0.015167266,2397091.988,3663825.914,2995875.395,30405008,0.094282436,5212791.191,7753068.102,6956972.871
China,1992,2451000,0.042133033,176564.5633,223915.4379,286757.0211,1183813.389,1.017235412,8515.09936,0.004395479,603625.892,1.052366389,4491.794004,0.004546488,864477.071,-0.181176581,1107.491854,-0.000787554,54.78273374,514314,50026,0.129,6.82,12.86,0.81,2.67,-4.73,18.72,581.6,15.04,31.81,13.52,1549450,0.100969195,286767.1551,291316.7105,422148.464,5031000,-0.003902043,31819.80515,162930.4555,356887.8208,3080000,0.115675337,664680.3743,767072.3564,1016005.249,95383008,0.032116344,5176723.088,3662977.536,7093647.245,37777008,0.084632434,5747358.261,4218445.835,3853505.275
China,1993,2700700,0.030592064,139370.7466,212327.8675,254205.473,1195855.558,0.955894458,8083.020347,0.004131681,609978.248,0.991442075,4276.285535,0.004284574,862910.841,-0.337158471,2057.240206,-0.001466735,55.19910526,518223,50350,0.281,6.89,12.84,0.96,2.67,-5.05,18.81,636.68,14.75,32.16,13.34,1955000,0.034060928,112783.5316,319430.8741,462118.5878,4986000,0.025539172,213546.2479,392229.5246,572047.7836,4020000,0.058531779,410121.9331,745743.4769,732211.2628,102704000,-0.014738713,2423254.939,6575440.847,12607447.52,45905000,-0.020385881,1488459.774,1228518.756,4037423.632
China,1994,2897800,0.032781614,160654.6607,297052.2064,243327.4063,1207286.675,0.899351515,7677.589361,0.003888375,616025.829,0.935791931,4076.272604,0.004045195,860001.464,-0.460833053,2802.385089,-0.002005998,55.6901446,522833,50670,0.732,7.49,13.5,1.49,3.32,-3.91,19.26,622.76,15.4,33.42,12.83,2114500,0.084809919,322440.6922,431143.611,642741.1584,5288000,0.037432526,336582.8278,503241.4927,426550.0166,4600000,0.077604858,636396.1031,525483.904,798274.5455,99277000,0.052315087,8986620.082,14119243.29,12304321.23,43800000,0.020811405,1520279.58,4835083.591,6219114.478
China,1995,3125000,-0.090700772,416485.8941,296632.7696,412168.5537,1218144.426,0.833596557,7180.25217,0.003605258,621790.549,0.868999699,3820.751083,0.003757714,856038.293,-0.584254471,3536.553554,-0.002544826,55.69020391,522833,50991,0.575,7.25,13.24,1.28,2.92,-4.49,18.37,597.14,14.75,31.67,13.19,2570500,0.063659096,286943.9318,534187.8696,646459.5186,5764000,0.038202766,374766.594,265203.6953,369174.3039,5500000,0.001576388,14142.13562,602259.3572,858872.2742,111986000,0.056244253,10948841.4,11797321.96,13308114.22,45950000,0.062318,5013387.079,5691623.414,7793665.359
China,1996,2536000,0.057049039,251730.0141,497147.8653,729387.8712,1228298.836,0.773640072,6719.361384,0.003346946,627193.907,0.808855115,3587.216341,0.003498682,851036.851,-0.704448109,4239.185056,-0.003070206,55.69441737,522872,52943,0.209,6.9,12.86,0.95,2.89,-4.97,18.68,608.53,15.45,33.11,13.39,2976300,0.086146164,461740.7281,524147.1772,661594.5838,6294000,-0.019980011,200111.2191,305264.3663,500164.5202,5520000,0.07450109,730441.305,877873.7571,882512.4645,127470000,-0.08708204,16376593.05,15203829.52,12833269.42,53040000,0.032849454,2946867.511,5843166.8,4892911.733
China,1997,2892000,0.085097546,442648.845,651159.9906,881741.3996,1237801.448,0.729895495,6388.46723,0.003158383,632266.997,0.759505244,3395.598181,0.003286026,845041.738,-0.810058686,4840.382091,-0.003532367,55.694444,522872.25,53160,0.731,7.3,13.4,1.21,3.11,-4.86,18.81,594.72,14.6,31.48,13.11,3629300,0.043646291,271316.8719,461736.8551,467960.1751,6011000,0.04197686,431335.1365,582686.3318,961615.6598,6553000,0.044855226,504167.135,483804.0237,746004.189,104310000,0.105375462,20254366.64,15326851.91,14794818.77,57207500,0.052638346,5212437.638,4607644.906,5131013.243
China,1998,3518000,0.076332591,478004.1841,712049.2141,784880.3109,1246836.105,0.689515724,6079.089629,0.002984252,637069.098,0.720179964,3244.237025,0.003116493,838196.404,-0.88965402,5272.929208,-0.003881008,55.69447063,522872.5,53400,1.264,7.99,13.96,2.04,3.35,-4,19.41,670.96,16.16,34.96,12.42,4013000,0.054408587,378726.392,331113.4339,285605.8326,6621000,0.03495515,392401.13,841239.5867,1603564.724,7266000,0.012373899,148492.424,582844.7478,532714.1447,132954000,-0.016199745,3442195.811,14364347.86,12433803.21,64579000,-0.06109749,5992729.971,5449025.632,4588671.165
China,1999,4194000,0.071230374,528562.3189,552448.7337,587991.2152,1255433.236,0.690266336,6127.669279,0.00298749,641657.142,0.724565924,3287.501353,0.003135404,830739.356,-0.953058735,5598.471271,-0.004158932,55.69449726,522872.75,53620,1.229,7.79,13.8,1.8,3.25,-4.25,19.34,596.41,14.25,31.15,12.79,4548600,0.006583705,49129.77916,34908.8642,64508.57385,7175939,0.061836778,776446.3793,1560486.869,2555179.949,7476000,0.048744731,627910.8217,468837.0861,455050.7774,128086000,-0.082195798,15617160.37,11173834.85,9333805.083,56104000,0.072355911,7191983.071,5446231.319,5938771.801
